Date,Maximum_Temperature,Minimum_Temperature,Precipitation,Elevation,Units,Source,Station_ID
11/23/2004,-2.2,-6.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/24/2004,-3.3,-7.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/25/2004,-2.8,-7.8,2.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/26/2004,-1.7,-8.3,5.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/27/2004,0,-5.6,25.4,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/28/2004,0.6,-2.8,28.7,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/29/2004,-0.6,-4.4,15.7,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/30/2004,-0.6,-5,3.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/1/2004,0,-4.4,27.7,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/2/2004,-1.1,-6.1,5.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/3/2004,-1.1,-6.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/4/2004,-6.7,-16.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/5/2004,-14.4,-20,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/6/2004,-10.6,-20,2.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/7/2004,-6.1,-14.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/8/2004,-5.6,-13.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/9/2004,-10,-14.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/10/2004,-10.6,-14.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/11/2004,-6.7,-15.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/12/2004,-3.9,-12.2,5.1,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/13/2004,-1.7,-9.4,3.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/14/2004,-2.2,-6.7,3.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/15/2004,-2.8,-8.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/16/2004,0.6,-7.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/17/2004,0,-5.6,6.6,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/18/2004,3.3,-3.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/19/2004,1.1,-7.8,6.9,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/24/2004,-11.7,-17.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/25/2004,-12.2,-21.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/26/2004,-8.9,-17.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/27/2004,-2.8,-15,1.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/28/2004,-5,-14.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/29/2004,-7.2,-18.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/30/2004,-10,-20,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/31/2004,-8.9,-18.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/1/2005,-5,-13.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/2/2005,-2.8,-11.1,9.7,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/3/2005,1.7,-7.8,32.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/4/2005,1.7,-4.4,28.7,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/5/2005,-3.3,-10.6,2.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/6/2005,-5.6,-10.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/7/2005,-1.1,-12.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/8/2005,0.6,-6.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/9/2005,-2.2,-10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/10/2005,-6.1,-19.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/11/2005,-16.7,-24.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/12/2005,-23.3,-26.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/13/2005,-16.1,-25.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/14/2005,-11.7,-18.3,5.1,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/15/2005,-7.8,-16.7,3.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/16/2005,-7.2,-15.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/17/2005,-10.6,-20,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/18/2005,-16.7,-22.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/19/2005,-15,-25,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/20/2005,-7.2,-20,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/21/2005,0,-11.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/22/2005,0,-6.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/23/2005,-1.1,-7.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/24/2005,-2.2,-11.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/25/2005,-1.7,-11.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/26/2005,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/27/2005,-5,-14.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/28/2005,-10.6,-17.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/29/2005,-11.1,-20,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/30/2005,-5.6,-17.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/31/2005,-7.8,-22.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/1/2005,-11.7,-22.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/2/2005,-14.4,-22.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/3/2005,-16.1,-25,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/4/2005,-15,-22.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/5/2005,-15.6,-23.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/6/2005,-11.1,-25,6.6,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/7/2005,-6.1,-13.3,5.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/8/2005,0,-10,9.7,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/9/2005,-1.1,-6.7,8.4,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/10/2005,-0.6,-12.2,2.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/11/2005,-11.1,-17.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/12/2005,-10.6,-18.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/13/2005,-11.1,-20,4.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/14/2005,-2.2,-15.6,6.1,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/15/2005,0,-8.9,10.2,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/16/2005,1.1,-9.4,0.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/17/2005,-1.1,-9.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/18/2005,-5.6,-12.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/19/2005,-2.2,-11.1,3.6,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/20/2005,-2.8,-12.2,1.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/21/2005,0,-10,1.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/22/2005,0,-9.4,0.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/23/2005,-0.6,-8.9,4.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/24/2005,-0.6,-12.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/25/2005,0.6,-11.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/26/2005,1.7,-11.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/27/2005,2.8,-10.6,4.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/28/2005,-3.3,-13.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/1/2005,1.7,-10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/2/2005,0,-14.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/3/2005,2.8,-11.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/4/2005,2.8,-10.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/5/2005,2.8,-8.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/6/2005,2.2,-8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/7/2005,3.9,-7.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/8/2005,5,-7.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/9/2005,4.4,-3.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/11/2005,6.1,-3.9,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/12/2005,1.7,-3.9,7.9,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/13/2005,1.7,-2.8,1.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/14/2005,1.7,-6.1,7.9,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/15/2005,0,-10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/16/2005,0,-9.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/17/2005,1.7,-12.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/18/2005,4.4,-10.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/19/2005,5,-11.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/20/2005,2.2,-18.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/21/2005,-4.4,-16.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/22/2005,-1.1,-15.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/23/2005,0.6,-8.9,1.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/24/2005,0,-10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/25/2005,2.2,-7.8,17.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/26/2005,3.3,-8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/27/2005,0,-7.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/28/2005,-1.1,-8.3,5.1,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/29/2005,-3.3,-10,5.6,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/30/2005,-1.7,-12.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/31/2005,5,-8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/1/2005,1.7,-8.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/2/2005,0,-12.2,1.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/3/2005,-1.1,-11.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/4/2005,1.7,-13.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/5/2005,7.2,-11.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/8/2005,6.1,-12.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/9/2005,7.2,-10.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/10/2005,8.3,-9.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/11/2005,6.1,-5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/12/2005,5,-7.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/13/2005,6.1,-7.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/14/2005,5,-8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/15/2005,6.7,-10.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/16/2005,5.6,-8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/17/2005,3.3,-8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/19/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/20/2005,3.9,-6.1,12.2,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/21/2005,6.7,-4.4,1.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/22/2005,6.7,-3.9,24.1,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/23/2005,4.4,-4.4,18.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/24/2005,9.4,-3.9,3.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/25/2005,15,-1.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/26/2005,14.4,-1.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/27/2005,15.6,2.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/28/2005,17.8,-1.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/29/2005,16.1,-0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/30/2005,16.7,0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/1/2005,12.8,-3.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/2/2005,16.1,-1.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/3/2005,11.1,-2.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/4/2005,10,-0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/5/2005,8.9,-0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/6/2005,9.4,-2.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/7/2005,15.6,-2.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/8/2005,13.3,0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/9/2005,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/10/2005,15.6,0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/11/2005,15.6,-0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/12/2005,15,-0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/13/2005,15.6,0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/14/2005,10.6,1.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/15/2005,-17.8,-17.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/16/2005,16.7,0,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/17/2005,8.3,-3.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/18/2005,12.8,-2.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/19/2005,17.8,0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/20/2005,18.3,-0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/21/2005,9.4,0.6,4.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/22/2005,12.8,1.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/23/2005,15,-1.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/24/2005,13.9,1.7,2.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/25/2005,14.4,1.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/26/2005,15,0.6,1.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/27/2005,15.6,2.2,3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/28/2005,16.1,0,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/29/2005,16.7,1.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/30/2005,18.3,-1.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/31/2005,10,1.1,4.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/1/2005,12.8,0.6,0.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/2/2005,14.4,1.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/3/2005,17.2,-0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/4/2005,18.3,5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/5/2005,20,3.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/6/2005,18.3,4.4,9.7,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/7/2005,18.9,0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/8/2005,15.6,3.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/9/2005,21.7,3.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/10/2005,22.8,3.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/11/2005,15.6,5,7.6,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/12/2005,19.4,0,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/13/2005,18.9,6.7,1.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/14/2005,25,5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/15/2005,23.3,5.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/16/2005,26.1,6.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/17/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/18/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/19/2005,12.8,4.4,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/20/2005,16.7,2.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/21/2005,20.6,3.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/22/2005,17.8,5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/23/2005,17.2,5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/24/2005,21.1,5.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/25/2005,22.2,7.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/26/2005,21.1,5.6,5.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/27/2005,25,6.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/28/2005,26.7,6.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/29/2005,26.1,7.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/30/2005,19.4,11.1,3.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/1/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/2/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/3/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/4/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/5/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/6/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/7/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/8/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/9/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/10/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/11/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/12/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/13/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/14/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/15/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/16/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/17/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/18/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/19/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/20/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/21/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/22/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/23/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/24/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/25/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/26/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/27/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/28/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/29/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/30/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/31/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/1/2005,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/2/2005,15.6,6.7,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/3/2005,19.4,6.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/4/2005,20,8.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/5/2005,21.1,7.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/6/2005,17.8,9.4,36.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/7/2005,18.3,6.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/8/2005,23.9,6.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/9/2005,25.6,6.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/10/2005,24.4,11.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/11/2005,27.8,5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/12/2005,29.4,10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/13/2005,28.3,12.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/14/2005,27.2,10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/15/2005,16.7,10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/16/2005,16.7,10.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/17/2005,19.4,7.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/18/2005,15,7.8,6.9,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/19/2005,21.7,5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/20/2005,18.3,6.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/21/2005,13.9,7.2,35.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/22/2005,15.6,1.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/23/2005,12.2,4.4,25.4,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/24/2005,11.1,3.3,14.7,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/25/2005,13.9,3.3,19.1,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/26/2005,16.1,1.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/27/2005,17.2,0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/28/2005,11.7,1.7,4.1,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/29/2005,10,1.7,35.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/30/2005,16.7,-0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
8/31/2005,11.1,0,12.7,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/1/2005,14.4,-0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/2/2005,15.6,-1.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/3/2005,10,3.3,2,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/4/2005,8.3,1.7,19.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/5/2005,10,2.2,10.2,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/6/2005,8.9,3.9,30.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/7/2005,10,1.7,21.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/8/2005,15.6,0,0.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/9/2005,8.3,0.6,33,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/10/2005,12.2,,14,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/11/2005,14.4,0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/12/2005,,,17.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/13/2005,11.1,,2.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/14/2005,13.9,0.6,2.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/15/2005,8.9,0,8.9,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/16/2005,10.6,0.6,8.9,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/17/2005,5,-0.6,15.2,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/18/2005,13.9,-3.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/19/2005,15.6,0,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/20/2005,11.1,-0.6,2.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/21/2005,10,-3.3,3.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/22/2005,7.2,1.7,18.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/23/2005,11.1,1.7,21.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
